StudyID,MetricID,GroupLevel,GroupID,Numerator,Denominator,Metric,Score,Flag,SnapshotDate
AA-AA-000-0000,kri0001,Site,10,0,760,0,-0.482156701225657,0,2004-03-01
AA-AA-000-0000,kri0001,Site,190,0,442,0,-0.367699082068886,0,2004-03-01
AA-AA-000-0000,kri0002,Site,10,0,760,0,0,0,2004-03-01
AA-AA-000-0000,kri0002,Site,106,0,925,0,0,0,2004-03-01
AA-AA-000-0000,kri0002,Site,13,0,853,0,0,0,2004-03-01
AA-AA-000-0000,kri0002,Site,146,0,863,0,0,0,2004-03-01
AA-AA-000-0000,kri0002,Site,17,0,835,0,0,0,2004-03-01
AA-AA-000-0000,kri0002,Site,172,0,856,0,0,0,2004-03-01
AA-AA-000-0000,kri0002,Site,173,0,839,0,0,0,2004-03-01
AA-AA-000-0000,kri0002,Site,189,0,930,0,0,0,2004-03-01
AA-AA-000-0000,kri0002,Site,190,0,442,0,0,0,2004-03-01
AA-AA-000-0000,kri0002,Site,26,0,925,0,0,0,2004-03-01
AA-AA-000-0000,kri0002,Site,43,0,835,0,0,0,2004-03-01
AA-AA-000-0000,kri0002,Site,56,0,848,0,0,0,2004-03-01
AA-AA-000-0000,kri0002,Site,59,0,839,0,0,0,2004-03-01
AA-AA-000-0000,kri0002,Site,61,0,2002,0,0,0,2004-03-01
AA-AA-000-0000,kri0002,Site,71,0,836,0,0,0,2004-03-01
AA-AA-000-0000,kri0002,Site,76,0,925,0,0,0,2004-03-01
AA-AA-000-0000,kri0002,Site,77,0,1009,0,0,0,2004-03-01
AA-AA-000-0000,kri0003,Site,26,4,967,0.00413650465356774,3.44643355050456,2,2004-03-01
AA-AA-000-0000,kri0003,Site,43,2,869,0.00230149597238205,1.59275767740741,0,2004-03-01
AA-AA-000-0000,kri0003,Site,13,1,897,0.00111482720178372,0.518119695931079,0,2004-03-01
AA-AA-000-0000,kri0003,Site,76,1,966,0.0010351966873706,0.461070524245648,0,2004-03-01
AA-AA-000-0000,kri0003,Site,61,1,2034,0.000491642084562439,-0.0897490104523009,0,2004-03-01
AA-AA-000-0000,kri0003,Site,77,0,1037,0,-0.554135754153219,0,2004-03-01
AA-AA-000-0000,kri0003,Site,189,0,975,0,-0.537315170329601,0,2004-03-01
AA-AA-000-0000,kri0003,Site,106,0,959,0,-0.532888193385489,0,2004-03-01
AA-AA-000-0000,kri0003,Site,172,0,893,0,-0.514224215183273,0,2004-03-01
AA-AA-000-0000,kri0003,Site,173,0,883,0,-0.511336914343595,0,2004-03-01
AA-AA-000-0000,kri0003,Site,59,0,882,0,-0.511047287067827,0,2004-03-01
AA-AA-000-0000,kri0003,Site,146,0,877,0,-0.509596681567075,0,2004-03-01
AA-AA-000-0000,kri0003,Site,17,0,877,0,-0.509596681567075,0,2004-03-01
AA-AA-000-0000,kri0003,Site,56,0,877,0,-0.509596681567075,0,2004-03-01
AA-AA-000-0000,kri0003,Site,71,0,876,0,-0.509306064673426,0,2004-03-01
AA-AA-000-0000,kri0003,Site,10,0,803,0,-0.487623432463041,0,2004-03-01
AA-AA-000-0000,kri0003,Site,190,0,480,0,-0.377005263226319,0,2004-03-01
AA-AA-000-0000,kri0003,Site,46,0,37,0,-0.104671309290409,0,2004-03-01
AA-AA-000-0000,kri0004,Site,26,1,967,0.00103412616339193,2.5463431753801,1,2004-03-01
AA-AA-000-0000,kri0004,Site,77,1,1037,0.000964320154291225,2.42003978836744,1,2004-03-01
AA-AA-000-0000,kri0004,Site,61,1,2034,0.000491642084562439,1.33277579899911,0,2004-03-01
AA-AA-000-0000,kri0004,Site,189,0,975,0,-0.558205503626866,0,2004-03-01
AA-AA-000-0000,kri0004,Site,76,0,966,0,-0.555623197549568,0,2004-03-01
AA-AA-000-0000,kri0004,Site,106,0,959,0,-0.553606409778247,0,2004-03-01
AA-AA-000-0000,kri0004,Site,13,0,897,0,-0.535411910156076,0,2004-03-01
AA-AA-000-0000,kri0004,Site,172,0,893,0,-0.53421679279487,0,2004-03-01
AA-AA-000-0000,kri0004,Site,173,0,883,0,-0.531217236280681,0,2004-03-01
AA-AA-000-0000,kri0004,Site,59,0,882,0,-0.530916348555448,0,2004-03-01
AA-AA-000-0000,kri0004,Site,146,0,877,0,-0.529409344810113,0,2004-03-01
AA-AA-000-0000,kri0004,Site,17,0,877,0,-0.529409344810113,0,2004-03-01
AA-AA-000-0000,kri0004,Site,56,0,877,0,-0.529409344810113,0,2004-03-01
AA-AA-000-0000,kri0004,Site,71,0,876,0,-0.529107428991541,0,2004-03-01
AA-AA-000-0000,kri0004,Site,43,0,869,0,-0.526989175132082,0,2004-03-01
AA-AA-000-0000,kri0004,Site,10,0,803,0,-0.506581795431763,0,2004-03-01
AA-AA-000-0000,kri0004,Site,190,0,480,0,-0.39166289070181,0,2004-03-01
AA-AA-000-0000,kri0004,Site,46,0,37,0,-0.108740836187251,0,2004-03-01
AA-AA-000-0000,kri0005,Site,76,2,109,0.018348623853211,2.30907526334249,1,2004-03-01
AA-AA-000-0000,kri0005,Site,173,1,84,0.0119047619047619,1.20341473664669,0,2004-03-01
AA-AA-000-0000,kri0005,Site,61,0,291,0,-0.592283749460795,0,2004-03-01
AA-AA-000-0000,kri0005,Site,189,0,170,0,-0.452697173835502,0,2004-03-01
AA-AA-000-0000,kri0005,Site,77,0,170,0,-0.452697173835502,0,2004-03-01
AA-AA-000-0000,kri0005,Site,106,0,127,0,-0.391277777530976,0,2004-03-01
AA-AA-000-0000,kri0005,Site,13,0,127,0,-0.391277777530976,0,2004-03-01
AA-AA-000-0000,kri0005,Site,26,0,127,0,-0.391277777530976,0,2004-03-01
AA-AA-000-0000,kri0006,Site,46,1,1,1,,,2004-03-01
AA-AA-000-0000,kri0006,Site,61,0,2,0,,,2004-03-01
AA-AA-000-0000,kri0006,Site,10,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0006,Site,106,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0006,Site,13,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0006,Site,146,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0006,Site,17,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0006,Site,172,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0006,Site,173,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0006,Site,189,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0006,Site,190,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0006,Site,26,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0006,Site,43,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0006,Site,56,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0006,Site,59,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0006,Site,71,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0006,Site,76,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0006,Site,77,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0007,Site,10,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0007,Site,106,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0007,Site,13,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0007,Site,146,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0007,Site,17,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0007,Site,172,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0007,Site,173,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0007,Site,189,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0007,Site,190,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0007,Site,26,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0007,Site,43,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0007,Site,46,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0007,Site,56,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0007,Site,59,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0007,Site,61,0,2,0,,,2004-03-01
AA-AA-000-0000,kri0007,Site,71,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0007,Site,76,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0007,Site,77,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0008,Site,17,2,35,0.0571428571428571,2.72730395701787,1,2004-03-01
AA-AA-000-0000,kri0008,Site,172,1,35,0.0285714285714286,1.10576333726255,0,2004-03-01
AA-AA-000-0000,kri0008,Site,106,5,272,0.0183823529411765,1.47050805554968,0,2004-03-01
AA-AA-000-0000,kri0008,Site,189,6,349,0.0171919770773639,1.45236240416209,0,2004-03-01
AA-AA-000-0000,kri0008,Site,46,2,118,0.0169491525423729,0.819202703594903,0,2004-03-01
AA-AA-000-0000,kri0008,Site,173,2,236,0.00847457627118644,-0.0903959583442008,0,2004-03-01
AA-AA-000-0000,kri0008,Site,76,2,236,0.00847457627118644,-0.0903959583442008,0,2004-03-01
AA-AA-000-0000,kri0008,Site,13,2,272,0.00735294117647059,-0.274504905991685,0,2004-03-01
AA-AA-000-0000,kri0008,Site,77,2,349,0.00573065902578797,-0.601678710009769,0,2004-03-01
AA-AA-000-0000,kri0008,Site,61,3,621,0.00483091787439614,-1.01768985376587,0,2004-03-01
AA-AA-000-0000,kri0008,Site,26,1,272,0.00367647058823529,-0.85617589317214,0,2004-03-01
AA-AA-000-0000,kri0008,Site,43,0,76,0,-0.760037434986072,0,2004-03-01
AA-AA-000-0000,kri0008,Site,10,0,35,0,-0.515777282492765,0,2004-03-01
AA-AA-000-0000,kri0008,Site,146,0,35,0,-0.515777282492765,0,2004-03-01
AA-AA-000-0000,kri0008,Site,190,0,35,0,-0.515777282492765,0,2004-03-01
AA-AA-000-0000,kri0008,Site,56,0,35,0,-0.515777282492765,0,2004-03-01
AA-AA-000-0000,kri0008,Site,59,0,35,0,-0.515777282492765,0,2004-03-01
AA-AA-000-0000,kri0008,Site,71,0,35,0,-0.515777282492765,0,2004-03-01
AA-AA-000-0000,kri0009,Site,46,1,2,0.5,,,2004-03-01
AA-AA-000-0000,kri0009,Site,189,0,6,0,,,2004-03-01
AA-AA-000-0000,kri0009,Site,106,0,5,0,,,2004-03-01
AA-AA-000-0000,kri0009,Site,61,0,3,0,,,2004-03-01
AA-AA-000-0000,kri0009,Site,13,0,2,0,,,2004-03-01
AA-AA-000-0000,kri0009,Site,17,0,2,0,,,2004-03-01
AA-AA-000-0000,kri0009,Site,173,0,2,0,,,2004-03-01
AA-AA-000-0000,kri0009,Site,76,0,2,0,,,2004-03-01
AA-AA-000-0000,kri0009,Site,77,0,2,0,,,2004-03-01
AA-AA-000-0000,kri0009,Site,172,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0009,Site,26,0,1,0,,,2004-03-01
AA-AA-000-0000,kri0010,Site,77,6,41,0.146341463414634,2.4517249594106,1,2004-03-01
AA-AA-000-0000,kri0010,Site,56,1,4,0.25,,,2004-03-01
AA-AA-000-0000,kri0010,Site,46,2,14,0.142857142857143,,,2004-03-01
AA-AA-000-0000,kri0010,Site,76,3,28,0.107142857142857,,,2004-03-01
AA-AA-000-0000,kri0010,Site,173,2,28,0.0714285714285714,,,2004-03-01
AA-AA-000-0000,kri0010,Site,106,2,32,0.0625,0.286418622429968,0,2004-03-01
AA-AA-000-0000,kri0010,Site,189,1,41,0.024390243902439,-0.64285117485243,0,2004-03-01
AA-AA-000-0000,kri0010,Site,61,1,73,0.0136986301369863,-1.2198039734003,0,2004-03-01
AA-AA-000-0000,kri0010,Site,13,0,32,0,-1.11471031432204,0,2004-03-01
AA-AA-000-0000,kri0010,Site,26,0,32,0,-1.11471031432204,0,2004-03-01
AA-AA-000-0000,kri0010,Site,43,0,9,0,,,2004-03-01
AA-AA-000-0000,kri0010,Site,10,0,4,0,,,2004-03-01
AA-AA-000-0000,kri0010,Site,146,0,4,0,,,2004-03-01
AA-AA-000-0000,kri0010,Site,17,0,4,0,,,2004-03-01
AA-AA-000-0000,kri0010,Site,172,0,4,0,,,2004-03-01
AA-AA-000-0000,kri0010,Site,190,0,4,0,,,2004-03-01
AA-AA-000-0000,kri0010,Site,59,0,4,0,,,2004-03-01
AA-AA-000-0000,kri0010,Site,71,0,4,0,,,2004-03-01
AA-AA-000-0000,kri0011,Site,173,3,236,0.0127118644067797,2.22564791475693,1,2004-03-01
AA-AA-000-0000,kri0011,Site,43,1,76,0.0131578947368421,1.34131656576598,0,2004-03-01
AA-AA-000-0000,kri0011,Site,26,3,272,0.0110294117647059,1.83059071032941,0,2004-03-01
AA-AA-000-0000,kri0011,Site,46,1,118,0.00847457627118644,0.646837521711986,0,2004-03-01
AA-AA-000-0000,kri0011,Site,189,2,349,0.00573065902578797,0.0801217659164751,0,2004-03-01
AA-AA-000-0000,kri0011,Site,77,2,349,0.00573065902578797,0.0801217659164751,0,2004-03-01
AA-AA-000-0000,kri0011,Site,61,3,621,0.00483091787439614,-0.344649227206802,0,2004-03-01
AA-AA-000-0000,kri0011,Site,76,1,236,0.00423728813559322,-0.396115123043147,0,2004-03-01
AA-AA-000-0000,kri0011,Site,13,1,272,0.00367647058823529,-0.611517961904803,0,2004-03-01
AA-AA-000-0000,kri0011,Site,106,0,272,0,-1.83257229802191,0,2004-03-01
AA-AA-000-0000,kri0011,Site,10,0,35,0,-0.657371221345542,0,2004-03-01
AA-AA-000-0000,kri0011,Site,146,0,35,0,-0.657371221345542,0,2004-03-01
AA-AA-000-0000,kri0011,Site,17,0,35,0,-0.657371221345542,0,2004-03-01
AA-AA-000-0000,kri0011,Site,172,0,35,0,-0.657371221345542,0,2004-03-01
AA-AA-000-0000,kri0011,Site,190,0,35,0,-0.657371221345542,0,2004-03-01
AA-AA-000-0000,kri0011,Site,56,0,35,0,-0.657371221345542,0,2004-03-01
AA-AA-000-0000,kri0011,Site,59,0,35,0,-0.657371221345542,0,2004-03-01
AA-AA-000-0000,kri0011,Site,71,0,35,0,-0.657371221345542,0,2004-03-01
AA-AA-000-0000,kri0012,Site,109,1,1,1,,,2004-03-01
AA-AA-000-0000,kri0012,Site,115,1,1,1,,,2004-03-01
AA-AA-000-0000,kri0012,Site,127,1,1,1,,,2004-03-01
AA-AA-000-0000,kri0012,Site,137,1,1,1,,,2004-03-01
AA-AA-000-0000,kri0012,Site,141,1,1,1,,,2004-03-01
AA-AA-000-0000,kri0012,Site,153,1,1,1,,,2004-03-01
AA-AA-000-0000,kri0012,Site,34,1,1,1,,,2004-03-01
AA-AA-000-0000,kri0012,Site,47,1,1,1,,,2004-03-01
AA-AA-000-0000,kri0012,Site,63,1,1,1,,,2004-03-01
AA-AA-000-0000,kri0012,Site,74,1,1,1,,,2004-03-01
AA-AA-000-0000,kri0012,Site,8,1,1,1,,,2004-03-01
AA-AA-000-0000,kri0012,Site,44,2,2,1,,,2004-03-01
AA-AA-000-0000,kri0012,Site,9,2,2,1,,,2004-03-01
AA-AA-000-0000,kri0012,Site,26,1,2,0.5,,,2004-03-01
AA-AA-000-0000,kri0012,Site,43,1,2,0.5,,,2004-03-01
AA-AA-000-0000,kri0012,Site,77,1,2,0.5,,,2004-03-01
