StudyID,MetricID,Threshold,Numerator,Denominator,LogDenominator,SnapshotDate
AA-AA-000-0000,cou0001,-3,717.8462637,196699.54,12.18943267,2023-05-01
AA-AA-000-0000,cou0001,-3,726.5911768,198736.4,12.1997346,2023-05-01
AA-AA-000-0000,cou0001,-3,735.3427591,200773.26,12.20993149,2023-05-01
AA-AA-000-0000,cou0001,-3,744.1009094,202810.12,12.22002545,2023-05-01
AA-AA-000-0000,cou0001,-3,752.865529,204846.98,12.23001854,2023-05-01
AA-AA-000-0000,cou0001,-3,761.6365217,206883.84,12.23991276,2023-05-01
AA-AA-000-0000,cou0001,-3,770.4137936,208920.7,12.24971003,2023-05-01
AA-AA-000-0000,cou0001,-3,779.1972529,210957.56,12.25941225,2023-05-01
AA-AA-000-0000,cou0001,-3,787.9868105,212994.42,12.26902125,2023-05-01
AA-AA-000-0000,cou0001,-3,796.7823789,215031.28,12.27853878,2023-05-01
AA-AA-000-0000,cou0001,-3,805.583873,217068.14,12.28796659,2023-05-01
AA-AA-000-0000,cou0001,-3,814.3912096,219105,12.29730635,2023-05-01
AA-AA-000-0000,cou0001,-3,823.2043073,221141.86,12.30655968,2023-05-01
AA-AA-000-0000,cou0001,-3,832.0230868,223178.72,12.31572816,2023-05-01
AA-AA-000-0000,cou0001,-3,840.8474705,225215.58,12.32481336,2023-05-01
AA-AA-000-0000,cou0001,-3,849.6773825,227252.44,12.33381675,2023-05-01
AA-AA-000-0000,cou0001,-3,858.5127486,229289.3,12.3427398,2023-05-01
AA-AA-000-0000,cou0001,-3,867.3534964,231326.16,12.35158394,2023-05-01
AA-AA-000-0000,cou0001,-3,876.1995548,233363.02,12.36035055,2023-05-01
AA-AA-000-0000,cou0001,-3,885.0508546,235399.88,12.36904096,2023-05-01
AA-AA-000-0000,cou0001,-3,893.9073278,237436.74,12.37765651,2023-05-01
AA-AA-000-0000,cou0001,-3,902.768908,239473.6,12.38619846,2023-05-01
AA-AA-000-0000,cou0001,-3,911.6355302,241510.46,12.39466806,2023-05-01
AA-AA-000-0000,cou0001,-3,920.5071307,243547.32,12.40306654,2023-05-01
AA-AA-000-0000,cou0001,-3,929.3836473,245584.18,12.41139506,2023-05-01
AA-AA-000-0000,cou0001,-3,938.2650188,247621.04,12.41965479,2023-05-01
AA-AA-000-0000,cou0001,-3,947.1511855,249657.9,12.42784686,2023-05-01
AA-AA-000-0000,cou0001,-3,956.0420888,251694.76,12.43597236,2023-05-01
AA-AA-000-0000,cou0001,-3,964.9376714,253731.62,12.44403237,2023-05-01
AA-AA-000-0000,cou0001,-3,973.837877,255768.48,12.45202794,2023-05-01
AA-AA-000-0000,cou0001,-3,982.7426505,257805.34,12.45996008,2023-05-01
AA-AA-000-0000,cou0001,-3,991.6519379,259842.2,12.4678298,2023-05-01
AA-AA-000-0000,cou0001,-3,1000.565686,261879.06,12.47563807,2023-05-01
AA-AA-000-0000,cou0001,-3,1009.483843,263915.92,12.48338585,2023-05-01
AA-AA-000-0000,cou0001,-3,1018.406359,265952.78,12.49107405,2023-05-01
AA-AA-000-0000,cou0001,-3,1027.333182,267989.64,12.4987036,2023-05-01
AA-AA-000-0000,cou0001,-3,1036.264264,270026.5,12.50627538,2023-05-01
AA-AA-000-0000,cou0001,-3,1045.199557,272063.36,12.51379026,2023-05-01
AA-AA-000-0000,cou0001,-3,1054.139014,274100.22,12.52124908,2023-05-01
AA-AA-000-0000,cou0001,-3,1063.082589,276137.08,12.52865269,2023-05-01
AA-AA-000-0000,cou0001,-3,1072.030235,278173.94,12.53600188,2023-05-01
AA-AA-000-0000,cou0001,-3,1080.981908,280210.8,12.54329746,2023-05-01
AA-AA-000-0000,cou0001,-3,1089.937565,282247.66,12.55054019,2023-05-01
AA-AA-000-0000,cou0001,-3,1098.897162,284284.52,12.55773085,2023-05-01
AA-AA-000-0000,cou0001,-3,1107.860658,286321.38,12.56487017,2023-05-01
AA-AA-000-0000,cou0001,-3,1116.82801,288358.24,12.57195888,2023-05-01
AA-AA-000-0000,cou0001,-3,1125.799178,290395.1,12.57899769,2023-05-01
AA-AA-000-0000,cou0001,-3,1134.774121,292431.96,12.5859873,2023-05-01
AA-AA-000-0000,cou0001,-3,1143.752801,294468.82,12.5929284,2023-05-01
AA-AA-000-0000,cou0001,-3,1152.735179,296505.68,12.59982165,2023-05-01
AA-AA-000-0000,cou0001,-3,1161.721216,298542.54,12.60666771,2023-05-01
AA-AA-000-0000,cou0001,-3,1170.710875,300579.4,12.61346722,2023-05-01
AA-AA-000-0000,cou0001,-3,1179.70412,302616.26,12.62022081,2023-05-01
AA-AA-000-0000,cou0001,-3,1188.700915,304653.12,12.6269291,2023-05-01
AA-AA-000-0000,cou0001,-3,1197.701223,306689.98,12.63359268,2023-05-01
AA-AA-000-0000,cou0001,-3,1206.705009,308726.84,12.64021215,2023-05-01
AA-AA-000-0000,cou0001,-3,1215.712241,310763.7,12.6467881,2023-05-01
AA-AA-000-0000,cou0001,-3,1224.722883,312800.56,12.65332108,2023-05-01
AA-AA-000-0000,cou0001,-3,1233.736902,314837.42,12.65981166,2023-05-01
AA-AA-000-0000,cou0001,-3,1242.754266,316874.28,12.66626038,2023-05-01
AA-AA-000-0000,cou0001,-3,1251.774943,318911.14,12.67266778,2023-05-01
AA-AA-000-0000,cou0001,-3,1260.7989,320948,12.6790344,2023-05-01
AA-AA-000-0000,cou0001,-3,1269.826107,322984.86,12.68536073,2023-05-01
AA-AA-000-0000,cou0001,-3,1278.856533,325021.72,12.69164729,2023-05-01
AA-AA-000-0000,cou0001,-3,1287.890147,327058.58,12.69789458,2023-05-01
AA-AA-000-0000,cou0001,-3,1296.926921,329095.44,12.70410308,2023-05-01
AA-AA-000-0000,cou0001,-3,1305.966824,331132.3,12.71027327,2023-05-01
AA-AA-000-0000,cou0001,-3,1315.009828,333169.16,12.71640563,2023-05-01
AA-AA-000-0000,cou0001,-3,1324.055905,335206.02,12.72250061,2023-05-01
AA-AA-000-0000,cou0001,-3,1333.105026,337242.88,12.72855866,2023-05-01
AA-AA-000-0000,cou0001,-3,1342.157164,339279.74,12.73458024,2023-05-01
AA-AA-000-0000,cou0001,-3,1351.212292,341316.6,12.74056577,2023-05-01
AA-AA-000-0000,cou0001,-3,1360.270383,343353.46,12.74651569,2023-05-01
AA-AA-000-0000,cou0001,-3,1369.33141,345390.32,12.75243042,2023-05-01
AA-AA-000-0000,cou0001,-3,1378.395349,347427.18,12.75831037,2023-05-01
AA-AA-000-0000,cou0001,-3,1387.462173,349464.04,12.76415595,2023-05-01
AA-AA-000-0000,cou0001,-3,1396.531857,351500.9,12.76996755,2023-05-01
AA-AA-000-0000,cou0001,-3,1405.604376,353537.76,12.77574558,2023-05-01
AA-AA-000-0000,cou0001,-3,1414.679706,355574.62,12.78149041,2023-05-01
AA-AA-000-0000,cou0001,-3,1423.757822,357611.48,12.78720242,2023-05-01
AA-AA-000-0000,cou0001,-3,1432.838702,359648.34,12.792882,2023-05-01
AA-AA-000-0000,cou0001,-3,1441.922321,361685.2,12.7985295,2023-05-01
AA-AA-000-0000,cou0001,-3,1451.008656,363722.06,12.80414528,2023-05-01
AA-AA-000-0000,cou0001,-3,1460.097685,365758.92,12.80972971,2023-05-01
AA-AA-000-0000,cou0001,-3,1469.189385,367795.78,12.81528312,2023-05-01
AA-AA-000-0000,cou0001,-3,1478.283734,369832.64,12.82080586,2023-05-01
AA-AA-000-0000,cou0001,-3,1487.38071,371869.5,12.82629827,2023-05-01
AA-AA-000-0000,cou0001,-3,1496.480292,373906.36,12.83176067,2023-05-01
AA-AA-000-0000,cou0001,-3,1505.582458,375943.22,12.8371934,2023-05-01
AA-AA-000-0000,cou0001,-3,1514.687187,377980.08,12.84259677,2023-05-01
AA-AA-000-0000,cou0001,-3,1523.794459,380016.94,12.84797111,2023-05-01
AA-AA-000-0000,cou0001,-3,1532.904253,382053.8,12.85331672,2023-05-01
AA-AA-000-0000,cou0001,-3,1542.016549,384090.66,12.8586339,2023-05-01
AA-AA-000-0000,cou0001,-3,1551.131327,386127.52,12.86392296,2023-05-01
AA-AA-000-0000,cou0001,-3,1560.248568,388164.38,12.86918419,2023-05-01
AA-AA-000-0000,cou0001,-3,1569.368252,390201.24,12.87441789,2023-05-01
AA-AA-000-0000,cou0001,-3,1578.49036,392238.1,12.87962433,2023-05-01
AA-AA-000-0000,cou0001,-3,1587.614873,394274.96,12.88480381,2023-05-01
AA-AA-000-0000,cou0001,-3,1596.741773,396311.82,12.8899566,2023-05-01
AA-AA-000-0000,cou0001,-3,1605.871041,398348.68,12.89508298,2023-05-01
AA-AA-000-0000,cou0001,-3,1615.002659,400385.54,12.90018321,2023-05-01
AA-AA-000-0000,cou0001,-3,1624.13661,402422.4,12.90525756,2023-05-01
AA-AA-000-0000,cou0001,-3,1633.272875,404459.26,12.91030629,2023-05-01
AA-AA-000-0000,cou0001,-3,1642.411437,406496.12,12.91532966,2023-05-01
AA-AA-000-0000,cou0001,-3,1651.552278,408532.98,12.92032792,2023-05-01
AA-AA-000-0000,cou0001,-3,1660.695383,410569.84,12.92530133,2023-05-01
AA-AA-000-0000,cou0001,-3,1669.840733,412606.7,12.93025012,2023-05-01
AA-AA-000-0000,cou0001,-3,1678.988313,414643.56,12.93517454,2023-05-01
AA-AA-000-0000,cou0001,-3,1688.138106,416680.42,12.94007483,2023-05-01
AA-AA-000-0000,cou0001,-3,1697.290096,418717.28,12.94495122,2023-05-01
AA-AA-000-0000,cou0001,-3,1706.444266,420754.14,12.94980395,2023-05-01
AA-AA-000-0000,cou0001,-3,1715.600601,422791,12.95463325,2023-05-01
AA-AA-000-0000,cou0001,-3,1724.759085,424827.86,12.95943933,2023-05-01
AA-AA-000-0000,cou0001,-3,1733.919704,426864.72,12.96422243,2023-05-01
AA-AA-000-0000,cou0001,-3,1743.08244,428901.58,12.96898275,2023-05-01
AA-AA-000-0000,cou0001,-3,1752.247281,430938.44,12.97372053,2023-05-01
AA-AA-000-0000,cou0001,-3,1761.41421,432975.3,12.97843596,2023-05-01
AA-AA-000-0000,cou0001,-3,1770.583213,435012.16,12.98312926,2023-05-01
AA-AA-000-0000,cou0001,-3,1779.754275,437049.02,12.98780064,2023-05-01
AA-AA-000-0000,cou0001,-3,1788.927382,439085.88,12.9924503,2023-05-01
AA-AA-000-0000,cou0001,-3,1798.10252,441122.74,12.99707844,2023-05-01
AA-AA-000-0000,cou0001,-3,1807.279675,443159.6,13.00168526,2023-05-01
AA-AA-000-0000,cou0001,-3,1816.458832,445196.46,13.00627095,2023-05-01
AA-AA-000-0000,cou0001,-3,1825.639979,447233.32,13.01083571,2023-05-01
AA-AA-000-0000,cou0001,-3,1834.823101,449270.18,13.01537972,2023-05-01
AA-AA-000-0000,cou0001,-3,1844.008185,451307.04,13.01990319,2023-05-01
AA-AA-000-0000,cou0001,-3,1853.195218,453343.9,13.02440628,2023-05-01
AA-AA-000-0000,cou0001,-3,1862.384187,455380.76,13.02888918,2023-05-01
AA-AA-000-0000,cou0001,-3,1871.575078,457417.62,13.03335208,2023-05-01
AA-AA-000-0000,cou0001,-3,1880.767879,459454.48,13.03779515,2023-05-01
AA-AA-000-0000,cou0001,-3,1889.962578,461491.34,13.04221857,2023-05-01
AA-AA-000-0000,cou0001,-3,1899.159161,463528.2,13.0466225,2023-05-01
AA-AA-000-0000,cou0001,-3,1908.357616,465565.06,13.05100713,2023-05-01
AA-AA-000-0000,cou0001,-3,1917.557932,467601.92,13.05537261,2023-05-01
AA-AA-000-0000,cou0001,-3,1926.760095,469638.78,13.05971913,2023-05-01
AA-AA-000-0000,cou0001,-3,1935.964094,471675.64,13.06404682,2023-05-01
AA-AA-000-0000,cou0001,-3,1945.169917,473712.5,13.06835588,2023-05-01
AA-AA-000-0000,cou0001,-3,1954.377553,475749.36,13.07264644,2023-05-01
AA-AA-000-0000,cou0001,-3,1963.586989,477786.22,13.07691867,2023-05-01
AA-AA-000-0000,cou0001,-3,1972.798214,479823.08,13.08117273,2023-05-01
AA-AA-000-0000,cou0001,-3,1982.011216,481859.94,13.08540877,2023-05-01
AA-AA-000-0000,cou0001,-3,1991.225985,483896.8,13.08962694,2023-05-01
AA-AA-000-0000,cou0001,-3,2000.44251,485933.66,13.09382739,2023-05-01
AA-AA-000-0000,cou0001,-3,2009.660779,487970.52,13.09801027,2023-05-01
AA-AA-000-0000,cou0001,-3,2018.880781,490007.38,13.10217573,2023-05-01
AA-AA-000-0000,cou0001,-3,2028.102505,492044.24,13.10632391,2023-05-01
AA-AA-000-0000,cou0001,-3,2037.325942,494081.1,13.11045495,2023-05-01
AA-AA-000-0000,cou0001,-3,2046.55108,496117.96,13.114569,2023-05-01
AA-AA-000-0000,cou0001,-3,2055.777908,498154.82,13.11866619,2023-05-01
AA-AA-000-0000,cou0001,-3,2065.006418,500191.68,13.12274666,2023-05-01
AA-AA-000-0000,cou0001,-3,2074.236597,502228.54,13.12681055,2023-05-01
AA-AA-000-0000,cou0001,-3,2083.468436,504265.4,13.130858,2023-05-01
AA-AA-000-0000,cou0001,-3,2092.701926,506302.26,13.13488912,2023-05-01
AA-AA-000-0000,cou0001,-3,2101.937056,508339.12,13.13890406,2023-05-01
AA-AA-000-0000,cou0001,-3,2111.173815,510375.98,13.14290295,2023-05-01
AA-AA-000-0000,cou0001,-3,2120.412196,512412.84,13.14688591,2023-05-01
AA-AA-000-0000,cou0001,-3,2129.652187,514449.7,13.15085306,2023-05-01
AA-AA-000-0000,cou0001,-3,2138.893779,516486.56,13.15480455,2023-05-01
AA-AA-000-0000,cou0001,-3,2148.136963,518523.42,13.15874047,2023-05-01
AA-AA-000-0000,cou0001,-3,2157.38173,520560.28,13.16266097,2023-05-01
AA-AA-000-0000,cou0001,-3,2166.62807,522597.14,13.16656616,2023-05-01
AA-AA-000-0000,cou0001,-3,2175.875974,524634,13.17045616,2023-05-01
AA-AA-000-0000,cou0001,-3,2185.125432,526670.86,13.17433108,2023-05-01
AA-AA-000-0000,cou0001,-3,2194.376437,528707.72,13.17819104,2023-05-01
AA-AA-000-0000,cou0001,-3,2203.628978,530744.58,13.18203617,2023-05-01
AA-AA-000-0000,cou0001,-3,2212.883048,532781.44,13.18586656,2023-05-01
AA-AA-000-0000,cou0001,-3,2222.138637,534818.3,13.18968234,2023-05-01
AA-AA-000-0000,cou0001,-3,2231.395737,536855.16,13.19348362,2023-05-01
AA-AA-000-0000,cou0001,-3,2240.654338,538892.02,13.1972705,2023-05-01
AA-AA-000-0000,cou0001,-3,2249.914433,540928.88,13.20104309,2023-05-01
AA-AA-000-0000,cou0001,-3,2259.176014,542965.74,13.2048015,2023-05-01
AA-AA-000-0000,cou0001,-3,2268.439071,545002.6,13.20854584,2023-05-01
AA-AA-000-0000,cou0001,-3,2277.703597,547039.46,13.21227622,2023-05-01
AA-AA-000-0000,cou0001,-3,2286.969583,549076.32,13.21599273,2023-05-01
AA-AA-000-0000,cou0001,-3,2296.237021,551113.18,13.21969548,2023-05-01
AA-AA-000-0000,cou0001,-3,2305.505904,553150.04,13.22338456,2023-05-01
AA-AA-000-0000,cou0001,-3,2314.776222,555186.9,13.22706009,2023-05-01
AA-AA-000-0000,cou0001,-3,2324.047969,557223.76,13.23072216,2023-05-01
AA-AA-000-0000,cou0001,-3,2333.321137,559260.62,13.23437087,2023-05-01
AA-AA-000-0000,cou0001,-3,2342.595717,561297.48,13.23800631,2023-05-01
AA-AA-000-0000,cou0001,-3,2351.871702,563334.34,13.24162859,2023-05-01
AA-AA-000-0000,cou0001,-3,2361.149085,565371.2,13.24523779,2023-05-01
AA-AA-000-0000,cou0001,-3,2370.427857,567408.06,13.24883401,2023-05-01
AA-AA-000-0000,cou0001,-3,2379.708012,569444.92,13.25241734,2023-05-01
AA-AA-000-0000,cou0001,-3,2388.989542,571481.78,13.25598788,2023-05-01
AA-AA-000-0000,cou0001,-3,2398.27244,573518.64,13.25954572,2023-05-01
AA-AA-000-0000,cou0001,-3,2407.556698,575555.5,13.26309094,2023-05-01
AA-AA-000-0000,cou0001,-3,2416.842309,577592.36,13.26662364,2023-05-01
AA-AA-000-0000,cou0001,-3,2426.129266,579629.22,13.2701439,2023-05-01
AA-AA-000-0000,cou0001,-3,2435.417562,581666.08,13.27365182,2023-05-01
AA-AA-000-0000,cou0001,-3,2444.70719,583702.94,13.27714747,2023-05-01
AA-AA-000-0000,cou0001,-3,2453.998143,585739.8,13.28063094,2023-05-01
AA-AA-000-0000,cou0001,-3,2463.290414,587776.66,13.28410232,2023-05-01
AA-AA-000-0000,cou0001,-3,2472.583996,589813.52,13.2875617,2023-05-01
AA-AA-000-0000,cou0001,-3,2481.878883,591850.38,13.29100915,2023-05-01
AA-AA-000-0000,cou0001,-3,2491.175067,593887.24,13.29444475,2023-05-01
AA-AA-000-0000,cou0001,-3,2500.472542,595924.1,13.29786859,2023-05-01
AA-AA-000-0000,cou0001,-3,2509.771302,597960.96,13.30128075,2023-05-01
AA-AA-000-0000,cou0001,-3,2519.071339,599997.82,13.3046813,2023-05-01
AA-AA-000-0000,cou0001,-3,2528.372648,602034.68,13.30807033,2023-05-01
AA-AA-000-0000,cou0001,-3,2537.675221,604071.54,13.31144791,2023-05-01
AA-AA-000-0000,cou0001,-3,2546.979053,606108.4,13.31481413,2023-05-01
AA-AA-000-0000,cou0001,-3,2556.284137,608145.26,13.31816905,2023-05-01
AA-AA-000-0000,cou0001,-3,2565.590467,610182.12,13.32151275,2023-05-01
AA-AA-000-0000,cou0001,-3,2574.898037,612218.98,13.32484531,2023-05-01
AA-AA-000-0000,cou0001,-3,2584.20684,614255.84,13.3281668,2023-05-01
AA-AA-000-0000,cou0001,-3,2593.516871,616292.7,13.33147729,2023-05-01
AA-AA-000-0000,cou0001,-3,2602.828122,618329.56,13.33477686,2023-05-01
AA-AA-000-0000,cou0001,-3,2612.140589,620366.42,13.33806558,2023-05-01
AA-AA-000-0000,cou0001,-3,2621.454265,622403.28,13.34134352,2023-05-01
AA-AA-000-0000,cou0001,-3,2630.769145,624440.14,13.34461075,2023-05-01
AA-AA-000-0000,cou0001,-3,2640.085221,626477,13.34786734,2023-05-01
AA-AA-000-0000,cou0001,-3,2649.40249,628513.86,13.35111336,2023-05-01
AA-AA-000-0000,cou0001,-2,439.5955082,115225.14,11.65464323,2023-05-01
AA-AA-000-0000,cou0001,-2,448.5107414,117262,11.67216603,2023-05-01
AA-AA-000-0000,cou0001,-2,457.4357852,119298.86,11.68938705,2023-05-01
AA-AA-000-0000,cou0001,-2,466.3703892,121335.72,11.70631653,2023-05-01
AA-AA-000-0000,cou0001,-2,475.3143138,123372.58,11.72296416,2023-05-01
AA-AA-000-0000,cou0001,-2,484.2673291,125409.44,11.73933918,2023-05-01
AA-AA-000-0000,cou0001,-2,493.2292145,127446.3,11.75545038,2023-05-01
AA-AA-000-0000,cou0001,-2,502.1997582,129483.16,11.77130611,2023-05-01
AA-AA-000-0000,cou0001,-2,511.1787566,131520.02,11.78691436,2023-05-01
AA-AA-000-0000,cou0001,-2,520.1660141,133556.88,11.80228273,2023-05-01
AA-AA-000-0000,cou0001,-2,529.1613424,135593.74,11.81741849,2023-05-01
AA-AA-000-0000,cou0001,-2,538.1645604,137630.6,11.83232856,2023-05-01
AA-AA-000-0000,cou0001,-2,547.1754935,139667.46,11.84701959,2023-05-01
AA-AA-000-0000,cou0001,-2,556.1939736,141704.32,11.86149791,2023-05-01
AA-AA-000-0000,cou0001,-2,565.2198386,143741.18,11.8757696,2023-05-01
AA-AA-000-0000,cou0001,-2,574.2529319,145778.04,11.88984047,2023-05-01
AA-AA-000-0000,cou0001,-2,583.2931027,147814.9,11.90371609,2023-05-01
AA-AA-000-0000,cou0001,-2,592.3402051,149851.76,11.91740182,2023-05-01
AA-AA-000-0000,cou0001,-2,601.3940983,151888.62,11.93090277,2023-05-01
AA-AA-000-0000,cou0001,-2,610.4546461,153925.48,11.94422387,2023-05-01
AA-AA-000-0000,cou0001,-2,619.5217169,155962.34,11.95736985,2023-05-01
AA-AA-000-0000,cou0001,-2,628.5951832,157999.2,11.97034525,2023-05-01
AA-AA-000-0000,cou0001,-2,637.6749219,160036.06,11.98315444,2023-05-01
AA-AA-000-0000,cou0001,-2,646.7608135,162072.92,11.99580164,2023-05-01
AA-AA-000-0000,cou0001,-2,655.8527424,164109.78,12.00829087,2023-05-01
AA-AA-000-0000,cou0001,-2,664.9505966,166146.64,12.02062605,2023-05-01
AA-AA-000-0000,cou0001,-2,674.0542674,168183.5,12.03281092,2023-05-01
AA-AA-000-0000,cou0001,-2,683.1636494,170220.36,12.04484911,2023-05-01
AA-AA-000-0000,cou0001,-2,692.2786405,172257.22,12.0567441,2023-05-01
AA-AA-000-0000,cou0001,-2,701.3991414,174294.08,12.06849927,2023-05-01
AA-AA-000-0000,cou0001,-2,710.5250559,176330.94,12.08011785,2023-05-01
AA-AA-000-0000,cou0001,-2,719.6562903,178367.8,12.09160299,2023-05-01
AA-AA-000-0000,cou0001,-2,728.7927539,180404.66,12.10295772,2023-05-01
AA-AA-000-0000,cou0001,-2,737.9343584,182441.52,12.11418496,2023-05-01
AA-AA-000-0000,cou0001,-2,747.0810178,184478.38,12.12528755,2023-05-01
AA-AA-000-0000,cou0001,-2,756.2326487,186515.24,12.13626823,2023-05-01
AA-AA-000-0000,cou0001,-2,765.3891698,188552.1,12.14712964,2023-05-01
AA-AA-000-0000,cou0001,-2,774.5505022,190588.96,12.15787435,2023-05-01
AA-AA-000-0000,cou0001,-2,783.7165689,192625.82,12.16850483,2023-05-01
AA-AA-000-0000,cou0001,-2,792.887295,194662.68,12.17902349,2023-05-01
AA-AA-000-0000,cou0001,-2,802.0626075,196699.54,12.18943267,2023-05-01
AA-AA-000-0000,cou0001,-2,811.2424354,198736.4,12.1997346,2023-05-01
AA-AA-000-0000,cou0001,-2,820.4267096,200773.26,12.20993149,2023-05-01
AA-AA-000-0000,cou0001,-2,829.6153623,202810.12,12.22002545,2023-05-01
AA-AA-000-0000,cou0001,-2,838.808328,204846.98,12.23001854,2023-05-01
AA-AA-000-0000,cou0001,-2,848.0055423,206883.84,12.23991276,2023-05-01
AA-AA-000-0000,cou0001,-2,857.2069428,208920.7,12.24971003,2023-05-01
AA-AA-000-0000,cou0001,-2,866.4124683,210957.56,12.25941225,2023-05-01
AA-AA-000-0000,cou0001,-2,875.6220592,212994.42,12.26902125,2023-05-01
AA-AA-000-0000,cou0001,-2,884.8356574,215031.28,12.27853878,2023-05-01
AA-AA-000-0000,cou0001,-2,894.053206,217068.14,12.28796659,2023-05-01
AA-AA-000-0000,cou0001,-2,903.2746496,219105,12.29730635,2023-05-01
AA-AA-000-0000,cou0001,-2,912.499934,221141.86,12.30655968,2023-05-01
AA-AA-000-0000,cou0001,-2,921.7290063,223178.72,12.31572816,2023-05-01
AA-AA-000-0000,cou0001,-2,930.9618146,225215.58,12.32481336,2023-05-01
AA-AA-000-0000,cou0001,-2,940.1983085,227252.44,12.33381675,2023-05-01
AA-AA-000-0000,cou0001,-2,949.4384385,229289.3,12.3427398,2023-05-01
AA-AA-000-0000,cou0001,-2,958.6821562,231326.16,12.35158394,2023-05-01
AA-AA-000-0000,cou0001,-2,967.9294144,233363.02,12.36035055,2023-05-01
AA-AA-000-0000,cou0001,-2,977.1801668,235399.88,12.36904096,2023-05-01
AA-AA-000-0000,cou0001,-2,986.4343682,237436.74,12.37765651,2023-05-01
AA-AA-000-0000,cou0001,-2,995.6919742,239473.6,12.38619846,2023-05-01
AA-AA-000-0000,cou0001,-2,1004.952942,241510.46,12.39466806,2023-05-01
AA-AA-000-0000,cou0001,-2,1014.217228,243547.32,12.40306654,2023-05-01
AA-AA-000-0000,cou0001,-2,1023.484791,245584.18,12.41139506,2023-05-01
AA-AA-000-0000,cou0001,-2,1032.755592,247621.04,12.41965479,2023-05-01
AA-AA-000-0000,cou0001,-2,1042.029589,249657.9,12.42784686,2023-05-01
AA-AA-000-0000,cou0001,-2,1051.306744,251694.76,12.43597236,2023-05-01
AA-AA-000-0000,cou0001,-2,1060.587018,253731.62,12.44403237,2023-05-01
AA-AA-000-0000,cou0001,-2,1069.870374,255768.48,12.45202794,2023-05-01
AA-AA-000-0000,cou0001,-2,1079.156776,257805.34,12.45996008,2023-05-01
