StudyID,GroupLevel,MetricID,GroupID,Numerator,Denominator,Metric,Score,Flag,SnapshotDate,ScoreExtra
AA-AA-000-0000,Site,kri0004,61,1,1020,0.000980392,0.964260547,0,01.12.2003,0.964260547
AA-AA-000-0000,Site,kri0004,77,1,1037,0.00096432,0.93887419,0,01.12.2003,0.93887419
AA-AA-000-0000,Site,kri0004,189,0,975,0,-1.032134356,0,01.12.2003,0
AA-AA-000-0000,Site,kri0004,106,0,959,0,-1.023630529,0,01.12.2003,0
AA-AA-000-0000,Site,kri0004,13,0,897,0,-0.989988496,0,01.12.2003,0
AA-AA-000-0000,Site,kri0005,61,0,121,0,0,0,01.12.2003,0
AA-AA-000-0000,Site,kri0005,77,0,41,0,0,0,01.12.2003,0
AA-AA-000-0000,Site,kri0006,106,0,1,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0006,13,0,1,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0006,189,0,1,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0006,26,0,1,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0006,61,0,1,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0006,77,0,1,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0007,106,0,1,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0007,13,0,1,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0007,189,0,1,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0007,26,0,1,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0007,61,0,1,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0007,77,0,1,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0008,189,4,35,0.114285714,2.347735451,1,01.12.2003,9.390941804
AA-AA-000-0000,Site,kri0008,61,2,272,0.007352941,-0.25220947,0,01.12.2003,0.50441894
AA-AA-000-0000,Site,kri0008,77,0,118,0,-0.47396041,0,01.12.2003,0
AA-AA-000-0000,Site,kri0008,106,0,35,0,-0.258127982,0,01.12.2003,0
AA-AA-000-0000,Site,kri0008,13,0,35,0,-0.258127982,0,01.12.2003,0
AA-AA-000-0000,Site,kri0008,26,0,35,0,-0.258127982,0,01.12.2003,0
AA-AA-000-0000,Site,kri0009,189,0,4,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0009,61,0,2,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0010,77,2,14,0.142857143,,,01.12.2003,0
AA-AA-000-0000,Site,kri0010,61,0,32,0,-0.950381927,0,01.12.2003,0
AA-AA-000-0000,Site,kri0010,106,0,4,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0010,13,0,4,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0010,189,0,4,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0010,26,0,4,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0011,26,1,35,0.028571429,2.367229094,1,01.12.2003,2.367229094
AA-AA-000-0000,Site,kri0011,61,0,272,0,-0.466609488,0,01.12.2003,0
AA-AA-000-0000,Site,kri0011,77,0,118,0,-0.307333652,0,01.12.2003,0
AA-AA-000-0000,Site,kri0011,106,0,35,0,-0.167379835,0,01.12.2003,0
AA-AA-000-0000,Site,kri0011,13,0,35,0,-0.167379835,0,01.12.2003,0
AA-AA-000-0000,Site,kri0011,189,0,35,0,-0.167379835,0,01.12.2003,0
AA-AA-000-0000,Site,kri0012,153,1,1,1,,,01.12.2003,0
AA-AA-000-0000,Site,kri0012,34,1,1,1,,,01.12.2003,0
AA-AA-000-0000,Site,kri0012,44,2,2,1,,,01.12.2003,0
AA-AA-000-0000,Site,kri0012,26,1,2,0.5,,,01.12.2003,0
AA-AA-000-0000,Site,kri0012,77,1,2,0.5,,,01.12.2003,0
AA-AA-000-0000,Site,kri0012,106,0,1,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0012,13,0,1,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0012,189,0,1,0,,,01.12.2003,0
AA-AA-000-0000,Site,kri0012,61,0,1,0,,,01.12.2003,0
AA-AA-000-0000,Study,qtl0004,AA-AA-000-0000,3,5855,0.000512383,0.000105666,0,01.12.2003,0.000316997
AA-AA-000-0000,Study,qtl0006,AA-AA-000-0000,0,6,0,0,0,01.12.2003,0
AA-AA-000-0000,Country,cou0001,US,2,9380,0.00021322,0.559230493,0,01.03.2004,1.118460985
AA-AA-000-0000,Country,cou0001,China,1,5286,0.000189179,-0.086192871,0,01.03.2004,0.086192871
AA-AA-000-0000,Country,cou0001,Japan,0,856,0,-1.637019256,0,01.03.2004,0
AA-AA-000-0000,Country,cou0002,China,0,5286,0,0,0,01.03.2004,0
AA-AA-000-0000,Country,cou0002,Japan,0,856,0,0,0,01.03.2004,0
AA-AA-000-0000,Country,cou0002,US,0,9380,0,0,0,01.03.2004,0
AA-AA-000-0000,Country,cou0003,US,7,9809,0.00071363,1.007456628,0,01.03.2004,7.052196395
AA-AA-000-0000,Country,cou0003,China,2,5487,0.000364498,-0.914700403,0,01.03.2004,1.829400807
AA-AA-000-0000,Country,cou0003,Japan,0,893,0,-1.07161295,0,01.03.2004,0
AA-AA-000-0000,Country,cou0004,US,2,9809,0.000203894,0.545871574,0,01.03.2004,1.091743148
AA-AA-000-0000,Country,cou0004,China,1,5487,0.000182249,-0.067272112,0,01.03.2004,0.067272112
AA-AA-000-0000,Country,cou0004,Japan,0,893,0,-1.642406371,0,01.03.2004,0
AA-AA-000-0000,Country,cou0005,US,3,787,0.003811944,0.83293213,0,01.03.2004,2.498796391
AA-AA-000-0000,Country,cou0005,China,0,418,0,-1.1429016,0,01.03.2004,0
AA-AA-000-0000,Country,cou0006,US,1,12,0.083333333,1.051314966,0,01.03.2004,1.051314966
AA-AA-000-0000,Country,cou0006,China,0,6,0,-1.274386186,0,01.03.2004,0
AA-AA-000-0000,Country,cou0006,Japan,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Country,cou0007,China,0,6,0,0,0,01.03.2004,0
AA-AA-000-0000,Country,cou0007,Japan,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Country,cou0007,US,0,12,0,0,0,01.03.2004,0
AA-AA-000-0000,Country,cou0008,Japan,1,35,0.028571429,1.467063168,0,01.03.2004,1.467063168
AA-AA-000-0000,Country,cou0008,US,20,2048,0.009765625,0.390327818,0,01.03.2004,7.806556364
AA-AA-000-0000,Country,cou0008,China,7,998,0.007014028,-0.833888395,0,01.03.2004,5.837218766
AA-AA-000-0000,Country,cou0009,US,1,20,0.05,,,01.03.2004,0
AA-AA-000-0000,Country,cou0009,China,0,7,0,,,01.03.2004,0
AA-AA-000-0000,Country,cou0009,Japan,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Country,cou0010,US,17,241,0.070539419,1.000927738,0,01.03.2004,17.01577154
AA-AA-000-0000,Country,cou0010,China,1,117,0.008547009,-1.379586549,0,01.03.2004,1.379586549
AA-AA-000-0000,Country,cou0010,Japan,0,4,0,,,01.03.2004,0
AA-AA-000-0000,Country,cou0011,US,13,2048,0.006347656,0.943842297,0,01.03.2004,12.26994986
AA-AA-000-0000,Country,cou0011,China,4,998,0.004008016,-1.198454922,0,01.03.2004,4.79381969
AA-AA-000-0000,Country,cou0011,Japan,0,35,0,-0.820285022,0,01.03.2004,0
AA-AA-000-0000,Country,cou0012,Japan,5,6,0.833333333,1.355161928,0,01.03.2004,6.775809641
AA-AA-000-0000,Country,cou0012,China,7,13,0.538461538,0.298912739,0,01.03.2004,2.092389176
AA-AA-000-0000,Country,cou0012,US,6,18,0.333333333,-1.036430086,0,01.03.2004,6.218580515
AA-AA-000-0000,Site,kri0001,76,1,925,0.001081081,2.443415225,1,01.03.2004,2.443415225
AA-AA-000-0000,Site,kri0001,189,1,930,0.001075269,2.43397051,1,01.03.2004,2.43397051
AA-AA-000-0000,Site,kri0001,61,1,2002,0.0004995,1.239888275,0,01.03.2004,1.239888275
AA-AA-000-0000,Site,kri0001,77,0,1009,0,-0.555554915,0,01.03.2004,0
AA-AA-000-0000,Site,kri0001,106,0,925,0,-0.531927297,0,01.03.2004,0
AA-AA-000-0000,Site,kri0001,26,0,925,0,-0.531927297,0,01.03.2004,0
AA-AA-000-0000,Site,kri0001,146,0,863,0,-0.513791374,0,01.03.2004,0
AA-AA-000-0000,Site,kri0001,172,0,856,0,-0.511703389,0,01.03.2004,0
AA-AA-000-0000,Site,kri0001,13,0,853,0,-0.510805926,0,01.03.2004,0
AA-AA-000-0000,Site,kri0001,56,0,848,0,-0.509306639,0,01.03.2004,0
AA-AA-000-0000,Site,kri0001,173,0,839,0,-0.506596741,0,01.03.2004,0
AA-AA-000-0000,Site,kri0001,59,0,839,0,-0.506596741,0,01.03.2004,0
AA-AA-000-0000,Site,kri0001,71,0,836,0,-0.505690214,0,01.03.2004,0
AA-AA-000-0000,Site,kri0001,17,0,835,0,-0.505387678,0,01.03.2004,0
AA-AA-000-0000,Site,kri0001,43,0,835,0,-0.505387678,0,01.03.2004,0
AA-AA-000-0000,Site,kri0001,10,0,760,0,-0.482156701,0,01.03.2004,0
AA-AA-000-0000,Site,kri0001,190,0,442,0,-0.367699082,0,01.03.2004,0
AA-AA-000-0000,Site,kri0002,10,0,760,0,0,0,01.03.2004,0
AA-AA-000-0000,Site,kri0002,106,0,925,0,0,0,01.03.2004,0
AA-AA-000-0000,Site,kri0002,13,0,853,0,0,0,01.03.2004,0
AA-AA-000-0000,Site,kri0002,146,0,863,0,0,0,01.03.2004,0
AA-AA-000-0000,Site,kri0002,17,0,835,0,0,0,01.03.2004,0
AA-AA-000-0000,Site,kri0002,172,0,856,0,0,0,01.03.2004,0
AA-AA-000-0000,Site,kri0002,173,0,839,0,0,0,01.03.2004,0
AA-AA-000-0000,Site,kri0002,189,0,930,0,0,0,01.03.2004,0
AA-AA-000-0000,Site,kri0002,190,0,442,0,0,0,01.03.2004,0
AA-AA-000-0000,Site,kri0002,26,0,925,0,0,0,01.03.2004,0
AA-AA-000-0000,Site,kri0002,43,0,835,0,0,0,01.03.2004,0
AA-AA-000-0000,Site,kri0002,56,0,848,0,0,0,01.03.2004,0
AA-AA-000-0000,Site,kri0002,59,0,839,0,0,0,01.03.2004,0
AA-AA-000-0000,Site,kri0002,61,0,2002,0,0,0,01.03.2004,0
AA-AA-000-0000,Site,kri0002,71,0,836,0,0,0,01.03.2004,0
AA-AA-000-0000,Site,kri0002,76,0,925,0,0,0,01.03.2004,0
AA-AA-000-0000,Site,kri0002,77,0,1009,0,0,0,01.03.2004,0
AA-AA-000-0000,Site,kri0003,26,4,967,0.004136505,3.446433551,2,01.03.2004,13.7857342
AA-AA-000-0000,Site,kri0003,43,2,869,0.002301496,1.592757677,0,01.03.2004,3.185515355
AA-AA-000-0000,Site,kri0003,13,1,897,0.001114827,0.518119696,0,01.03.2004,0.518119696
AA-AA-000-0000,Site,kri0003,76,1,966,0.001035197,0.461070524,0,01.03.2004,0.461070524
AA-AA-000-0000,Site,kri0003,61,1,2034,0.000491642,-0.08974901,0,01.03.2004,0.08974901
AA-AA-000-0000,Site,kri0003,77,0,1037,0,-0.554135754,0,01.03.2004,0
AA-AA-000-0000,Site,kri0003,189,0,975,0,-0.53731517,0,01.03.2004,0
AA-AA-000-0000,Site,kri0003,106,0,959,0,-0.532888193,0,01.03.2004,0
AA-AA-000-0000,Site,kri0003,172,0,893,0,-0.514224215,0,01.03.2004,0
AA-AA-000-0000,Site,kri0003,173,0,883,0,-0.511336914,0,01.03.2004,0
AA-AA-000-0000,Site,kri0003,59,0,882,0,-0.511047287,0,01.03.2004,0
AA-AA-000-0000,Site,kri0003,146,0,877,0,-0.509596682,0,01.03.2004,0
AA-AA-000-0000,Site,kri0003,17,0,877,0,-0.509596682,0,01.03.2004,0
AA-AA-000-0000,Site,kri0003,56,0,877,0,-0.509596682,0,01.03.2004,0
AA-AA-000-0000,Site,kri0003,71,0,876,0,-0.509306065,0,01.03.2004,0
AA-AA-000-0000,Site,kri0003,10,0,803,0,-0.487623432,0,01.03.2004,0
AA-AA-000-0000,Site,kri0003,190,0,480,0,-0.377005263,0,01.03.2004,0
AA-AA-000-0000,Site,kri0003,46,0,37,0,-0.104671309,0,01.03.2004,0
AA-AA-000-0000,Site,kri0004,26,1,967,0.001034126,2.546343175,1,01.03.2004,2.546343175
AA-AA-000-0000,Site,kri0004,77,1,1037,0.00096432,2.420039788,1,01.03.2004,2.420039788
AA-AA-000-0000,Site,kri0004,61,1,2034,0.000491642,1.332775799,0,01.03.2004,1.332775799
AA-AA-000-0000,Site,kri0004,189,0,975,0,-0.558205504,0,01.03.2004,0
AA-AA-000-0000,Site,kri0004,76,0,966,0,-0.555623198,0,01.03.2004,0
AA-AA-000-0000,Site,kri0004,106,0,959,0,-0.55360641,0,01.03.2004,0
AA-AA-000-0000,Site,kri0004,13,0,897,0,-0.53541191,0,01.03.2004,0
AA-AA-000-0000,Site,kri0004,172,0,893,0,-0.534216793,0,01.03.2004,0
AA-AA-000-0000,Site,kri0004,173,0,883,0,-0.531217236,0,01.03.2004,0
AA-AA-000-0000,Site,kri0004,59,0,882,0,-0.530916349,0,01.03.2004,0
AA-AA-000-0000,Site,kri0004,146,0,877,0,-0.529409345,0,01.03.2004,0
AA-AA-000-0000,Site,kri0004,17,0,877,0,-0.529409345,0,01.03.2004,0
AA-AA-000-0000,Site,kri0004,56,0,877,0,-0.529409345,0,01.03.2004,0
AA-AA-000-0000,Site,kri0004,71,0,876,0,-0.529107429,0,01.03.2004,0
AA-AA-000-0000,Site,kri0004,43,0,869,0,-0.526989175,0,01.03.2004,0
AA-AA-000-0000,Site,kri0004,10,0,803,0,-0.506581795,0,01.03.2004,0
AA-AA-000-0000,Site,kri0004,190,0,480,0,-0.391662891,0,01.03.2004,0
AA-AA-000-0000,Site,kri0004,46,0,37,0,-0.108740836,0,01.03.2004,0
AA-AA-000-0000,Site,kri0005,76,2,109,0.018348624,2.309075263,1,01.03.2004,4.618150527
AA-AA-000-0000,Site,kri0005,173,1,84,0.011904762,1.203414737,0,01.03.2004,1.203414737
AA-AA-000-0000,Site,kri0005,61,0,291,0,-0.592283749,0,01.03.2004,0
AA-AA-000-0000,Site,kri0005,189,0,170,0,-0.452697174,0,01.03.2004,0
AA-AA-000-0000,Site,kri0005,77,0,170,0,-0.452697174,0,01.03.2004,0
AA-AA-000-0000,Site,kri0005,106,0,127,0,-0.391277778,0,01.03.2004,0
AA-AA-000-0000,Site,kri0005,13,0,127,0,-0.391277778,0,01.03.2004,0
AA-AA-000-0000,Site,kri0005,26,0,127,0,-0.391277778,0,01.03.2004,0
AA-AA-000-0000,Site,kri0006,46,1,1,1,,,01.03.2004,0
AA-AA-000-0000,Site,kri0006,61,0,2,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0006,10,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0006,106,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0006,13,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0006,146,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0006,17,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0006,172,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0006,173,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0006,189,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0006,190,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0006,26,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0006,43,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0006,56,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0006,59,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0006,71,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0006,76,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0006,77,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0007,10,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0007,106,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0007,13,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0007,146,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0007,17,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0007,172,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0007,173,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0007,189,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0007,190,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0007,26,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0007,43,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0007,46,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0007,56,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0007,59,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0007,61,0,2,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0007,71,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0007,76,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0007,77,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0008,17,2,35,0.057142857,2.727303957,1,01.03.2004,5.454607914
AA-AA-000-0000,Site,kri0008,172,1,35,0.028571429,1.105763337,0,01.03.2004,1.105763337
AA-AA-000-0000,Site,kri0008,106,5,272,0.018382353,1.470508056,0,01.03.2004,7.352540278
AA-AA-000-0000,Site,kri0008,189,6,349,0.017191977,1.452362404,0,01.03.2004,8.714174425
AA-AA-000-0000,Site,kri0008,46,2,118,0.016949153,0.819202704,0,01.03.2004,1.638405407
AA-AA-000-0000,Site,kri0008,173,2,236,0.008474576,-0.090395958,0,01.03.2004,0.180791917
AA-AA-000-0000,Site,kri0008,76,2,236,0.008474576,-0.090395958,0,01.03.2004,0.180791917
AA-AA-000-0000,Site,kri0008,13,2,272,0.007352941,-0.274504906,0,01.03.2004,0.549009812
AA-AA-000-0000,Site,kri0008,77,2,349,0.005730659,-0.60167871,0,01.03.2004,1.20335742
AA-AA-000-0000,Site,kri0008,61,3,621,0.004830918,-1.017689854,0,01.03.2004,3.053069561
AA-AA-000-0000,Site,kri0008,26,1,272,0.003676471,-0.856175893,0,01.03.2004,0.856175893
AA-AA-000-0000,Site,kri0008,43,0,76,0,-0.760037435,0,01.03.2004,0
AA-AA-000-0000,Site,kri0008,10,0,35,0,-0.515777282,0,01.03.2004,0
AA-AA-000-0000,Site,kri0008,146,0,35,0,-0.515777282,0,01.03.2004,0
AA-AA-000-0000,Site,kri0008,190,0,35,0,-0.515777282,0,01.03.2004,0
AA-AA-000-0000,Site,kri0008,56,0,35,0,-0.515777282,0,01.03.2004,0
AA-AA-000-0000,Site,kri0008,59,0,35,0,-0.515777282,0,01.03.2004,0
AA-AA-000-0000,Site,kri0008,71,0,35,0,-0.515777282,0,01.03.2004,0
AA-AA-000-0000,Site,kri0009,46,1,2,0.5,,,01.03.2004,0
AA-AA-000-0000,Site,kri0009,189,0,6,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0009,106,0,5,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0009,61,0,3,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0009,13,0,2,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0009,17,0,2,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0009,173,0,2,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0009,76,0,2,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0009,77,0,2,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0009,172,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0009,26,0,1,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0010,77,6,41,0.146341463,2.451724959,1,01.03.2004,14.71034976
AA-AA-000-0000,Site,kri0010,56,1,4,0.25,,,01.03.2004,0
AA-AA-000-0000,Site,kri0010,46,2,14,0.142857143,,,01.03.2004,0
AA-AA-000-0000,Site,kri0010,76,3,28,0.107142857,,,01.03.2004,0
AA-AA-000-0000,Site,kri0010,173,2,28,0.071428571,,,01.03.2004,0
AA-AA-000-0000,Site,kri0010,106,2,32,0.0625,0.286418622,0,01.03.2004,0.572837245
AA-AA-000-0000,Site,kri0010,189,1,41,0.024390244,-0.642851175,0,01.03.2004,0.642851175
AA-AA-000-0000,Site,kri0010,61,1,73,0.01369863,-1.219803973,0,01.03.2004,1.219803973
AA-AA-000-0000,Site,kri0010,13,0,32,0,-1.114710314,0,01.03.2004,0
AA-AA-000-0000,Site,kri0010,26,0,32,0,-1.114710314,0,01.03.2004,0
AA-AA-000-0000,Site,kri0010,43,0,9,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0010,10,0,4,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0010,146,0,4,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0010,17,0,4,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0010,172,0,4,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0010,190,0,4,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0010,59,0,4,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0010,71,0,4,0,,,01.03.2004,0
AA-AA-000-0000,Site,kri0011,173,3,236,0.012711864,2.225647915,1,01.03.2004,6.676943744
AA-AA-000-0000,Site,kri0011,43,1,76,0.013157895,1.341316566,0,01.03.2004,1.341316566
AA-AA-000-0000,Site,kri0011,26,3,272,0.011029412,1.83059071,0,01.03.2004,5.491772131
AA-AA-000-0000,Site,kri0011,46,1,118,0.008474576,0.646837522,0,01.03.2004,0.646837522
AA-AA-000-0000,Site,kri0011,189,2,349,0.005730659,0.080121766,0,01.03.2004,0.160243532
AA-AA-000-0000,Site,kri0011,77,2,349,0.005730659,0.080121766,0,01.03.2004,0.160243532
AA-AA-000-0000,Site,kri0011,61,3,621,0.004830918,-0.344649227,0,01.03.2004,1.033947682
AA-AA-000-0000,Site,kri0011,76,1,236,0.004237288,-0.396115123,0,01.03.2004,0.396115123
AA-AA-000-0000,Site,kri0011,13,1,272,0.003676471,-0.611517962,0,01.03.2004,0.611517962
AA-AA-000-0000,Site,kri0011,106,0,272,0,-1.832572298,0,01.03.2004,0
AA-AA-000-0000,Site,kri0011,10,0,35,0,-0.657371221,0,01.03.2004,0
AA-AA-000-0000,Site,kri0011,146,0,35,0,-0.657371221,0,01.03.2004,0
AA-AA-000-0000,Site,kri0011,17,0,35,0,-0.657371221,0,01.03.2004,0
AA-AA-000-0000,Site,kri0011,172,0,35,0,-0.657371221,0,01.03.2004,0
AA-AA-000-0000,Site,kri0011,190,0,35,0,-0.657371221,0,01.03.2004,0
AA-AA-000-0000,Site,kri0011,56,0,35,0,-0.657371221,0,01.03.2004,0
AA-AA-000-0000,Site,kri0011,59,0,35,0,-0.657371221,0,01.03.2004,0
AA-AA-000-0000,Site,kri0011,71,0,35,0,-0.657371221,0,01.03.2004,0
AA-AA-000-0000,Site,kri0012,109,1,1,1,,,01.03.2004,0
AA-AA-000-0000,Site,kri0012,115,1,1,1,,,01.03.2004,0
AA-AA-000-0000,Site,kri0012,127,1,1,1,,,01.03.2004,0
AA-AA-000-0000,Site,kri0012,137,1,1,1,,,01.03.2004,0
AA-AA-000-0000,Site,kri0012,141,1,1,1,,,01.03.2004,0
AA-AA-000-0000,Site,kri0012,153,1,1,1,,,01.03.2004,0
